"PacName","RegionName","FieldName","WellName","WellType","RigName","RigType","WaterDepth","Year","ReportType","DocumentName","DocumentDate","SubmittedAt","SubmittedBy","AfeCost","AfeDays","SpudDate","WellStartDateTime","WellEndDateTime","FinalCost","FinalDays","WellNptPercentageWow","WellNptPercentage","CompletionCostPlan","CompletionCostActual","DrillingPlanWcpf","DrillingActualWcpf"
VESTIGO,SK,ANJUNG KECIL,AJK-A1ST1,APPRAISAL CUM DEV/DEVELOPMENT,MIST,JACK UP,70.5,2019,NOOP,,"2019-05-14 00:00:00.000 +0000","2025-04-30 11:50:26.064 +0000",system,8373993.0,22.2,"2019-06-29 00:00:00.000 +0000","2019-06-19 00:00:00.000 +0000","2019-08-23 22:30:00.000 +0000",8990865.0,29.45,24.08,24.08,,,,
VESTIGO,SK,ANJUNG KECIL,AJK-A1ST1,APPRAISAL CUM DEV/DEVELOPMENT,MIST,JACK UP,70.5,2019,FWR,,"2019-10-22 00:00:00.000 +0000","2025-04-30 11:50:26.064 +0000",system,8373993.0,22.2,"2019-06-29 00:00:00.000 +0000","2019-06-19 00:00:00.000 +0000","2019-08-23 22:30:00.000 +0000",8990865.0,29.45,24.08,24.08,,,,
VESTIGO,SK,ANJUNG KECIL,AJK-A2ST1,APPRAISAL CUM DEV/DEVELOPMENT,MIST,JACK UP,70.5,2019,NOOP,,"2019-05-14 00:00:00.000 +0000","2025-05-09 07:33:30.051 +0000",system,8100000.0,20.5,"2019-07-12 00:00:00.000 +0000","2019-05-30 18:00:00.000 +0000","2019-08-31 00:30:00.000 +0000",6081416.0,21.14,6.6,6.6,,,,
VESTIGO,SK,ANJUNG KECIL,AJK-A2ST1,APPRAISAL CUM DEV/DEVELOPMENT,MIST,JACK UP,70.5,2019,FWR,,"2019-10-09 00:00:00.000 +0000","2025-05-09 07:33:30.051 +0000",system,8100000.0,20.5,"2019-07-12 00:00:00.000 +0000","2019-05-30 18:00:00.000 +0000","2019-08-31 00:30:00.000 +0000",6081416.0,21.14,6.6,6.6,,,,
PCSB,SK,ANJUNG KECIL,AJK-A2,APPRAISAL CUM DEV/DEVELOPMENT,MIST,JACK UP,70.5,2013,NOOP,,"2013-09-06 00:00:00.000 +0000","2025-06-03 18:15:24.404 +0000",system,26753912,48.0,"2013-09-19 05:30:00.000 +0000","2013-09-18 15:30:00.000 +0000","2013-11-15 18:00:00.000 +0000",16649885.76,32.0,18.0,18.0,,,,
PCSB,SK,ANJUNG KECIL,AJK-A2,APPRAISAL CUM DEV/DEVELOPMENT,MIST,JACK UP,70.5,2013,FWR,,"2013-12-20 00:00:00.000 +0000","2025-06-03 18:15:24.404 +0000",system,26753912,48.0,"2013-09-19 05:30:00.000 +0000","2013-09-18 15:30:00.000 +0000","2013-11-15 18:00:00.000 +0000",16649885.76,32.0,18.0,18.0,,,,
PCSB,SK,ANJUNG KECIL,AJK-A1,APPRAISAL CUM DEV/DEVELOPMENT,AQUA MARINE DRILLER,JACK UP,70.5,2013,NOOP,,"2013-09-06 00:00:00.000 +0000","2025-06-03 18:15:24.404 +0000",system,27818489,51.0,"2013-09-14 00:00:00.000 +0000","2013-09-14 00:00:00.000 +0000","2013-11-11 04:45:00.000 +0000",17670841.56,30.1,9.66,9.66,,,,
PCSB,SK,ANJUNG KECIL,AJK-A1,APPRAISAL CUM DEV/DEVELOPMENT,AQUA MARINE DRILLER,JACK UP,70.5,2013,FWR,,"2013-12-20 00:00:00.000 +0000","2025-06-03 18:15:24.404 +0000",system,27818489,51.0,"2013-09-14 00:00:00.000 +0000","2013-09-14 00:00:00.000 +0000","2013-11-11 04:45:00.000 +0000",17670841.56,30.1,9.66,9.66,,,,
PTTEP,SK,BELUM,BESA-03,APPRAISAL CUM DEV/DEVELOPMENT,ENSCO-52,JACK UP,27.0,2015,NOOP,,"2015-02-09 00:00:00.000 +0000","2025-05-22 18:49:28.724 +0000",system,5056009.95,6.8,"2015-03-25 00:00:00.000 +0000","2015-03-25 00:00:00.000 +0000","2015-04-12 00:00:00.000 +0000",3571037.08,6.4,0.65,0.65,,,,
PTTEP,SK,BELUM,BESA-03,APPRAISAL CUM DEV/DEVELOPMENT,ENSCO-52,JACK UP,27.0,2015,FWR,,"2015-06-04 00:00:00.000 +0000","2025-05-22 18:49:28.724 +0000",system,5056009.95,6.8,"2015-03-25 00:00:00.000 +0000","2015-03-25 00:00:00.000 +0000","2015-04-12 00:00:00.000 +0000",3571037.08,6.4,0.65,0.65,,,,
PTTEP,SK,BELUM,BESA-11,APPRAISAL CUM DEV/DEVELOPMENT,ENSCO-52,JACK UP,27.0,2015,NOOP,,"2015-02-09 00:00:00.000 +0000","2025-06-03 11:10:01.487 +0000",system,4614634.0,6.6,"2015-03-25 00:00:00.000 +0000","2015-03-25 19:00:00.000 +0000","2015-04-24 00:00:00.000 +0000",3398478.0,5.31,0.0,0.0,,,,
PTTEP,SK,BELUM,BESA-11,APPRAISAL CUM DEV/DEVELOPMENT,ENSCO-52,JACK UP,27.0,2015,FWR,,"2015-06-04 00:00:00.000 +0000","2025-06-03 11:10:01.487 +0000",system,4614634.0,6.6,"2015-03-25 00:00:00.000 +0000","2015-03-25 19:00:00.000 +0000","2015-04-24 00:00:00.000 +0000",3398478.0,5.31,0.0,0.0,,,,
PTTEP,SK,BELUM,BESA-12,APPRAISAL CUM DEV/DEVELOPMENT,ENSCO-52,JACK UP,27.0,2015,NOOP,,"2015-02-09 00:00:00.000 +0000","2025-06-03 18:15:24.404 +0000",system,6116494.01,6.8,"2015-04-01 22:30:00.000 +0000","2015-03-27 05:00:00.000 +0000","2015-04-22 01:00:00.000 +0000",3600220.0,6.13,6.46,6.46,,,,
PTTEP,SK,BELUM,BESA-12,APPRAISAL CUM DEV/DEVELOPMENT,ENSCO-52,JACK UP,27.0,2015,FWR,,"2015-06-04 00:00:00.000 +0000","2025-06-03 18:15:24.404 +0000",system,6116494.01,6.8,"2015-04-01 22:30:00.000 +0000","2015-03-27 05:00:00.000 +0000","2015-04-22 01:00:00.000 +0000",3600220.0,6.13,6.46,6.46,,,,
PTTEP,SK,BELUM,BESA-02,APPRAISAL CUM DEV/DEVELOPMENT,ENSCO-52,JACK UP,27.0,2015,NOOP,,,"2025-06-03 18:15:24.404 +0000",system,7564516.47,8.4,"2015-03-29 00:00:00.000 +0000","2015-03-26 17:00:00.000 +0000","2015-04-17 12:00:00.000 +0000",4867233.37,6.73,0.31,0.31,,,,
PTTEP,SK,BELUM,BESA-02,APPRAISAL CUM DEV/DEVELOPMENT,ENSCO-52,JACK UP,27.0,2015,FWR,,"2015-06-04 00:00:00.000 +0000","2025-06-03 18:15:24.404 +0000",system,7564516.47,8.4,"2015-03-29 00:00:00.000 +0000","2015-03-26 17:00:00.000 +0000","2015-04-17 12:00:00.000 +0000",4867233.37,6.73,0.31,0.31,,,,
VESTIGO,SK,BENTARA,BENTARA-A2,APPRAISAL CUM DEV/DEVELOPMENT,MIST,JACK UP,64.8,2020,NOOP,,"2020-02-18 00:00:00.000 +0000","2025-04-30 11:50:26.064 +0000",system,6000000.0,16.8,"2020-03-27 00:00:00.000 +0000","2020-03-27 00:00:00.000 +0000","2020-05-06 16:00:00.000 +0000",22348372,66.31,0.0,0.0,,,,
VESTIGO,SK,BENTARA,BENTARA-A2,APPRAISAL CUM DEV/DEVELOPMENT,MIST,JACK UP,64.8,2020,FWR,,"2020-06-10 00:00:00.000 +0000","2025-04-30 11:50:26.064 +0000",system,6000000.0,16.8,"2020-03-27 00:00:00.000 +0000","2020-03-27 00:00:00.000 +0000","2020-05-06 16:00:00.000 +0000",22348372,66.31,0.0,0.0,,,,
VESTIGO,SK,BENTARA,BENTARA-A3,APPRAISAL CUM DEV/DEVELOPMENT,MIST,JACK UP,64.8,2020,NOOP,,"2020-02-18 00:00:00.000 +0000","2025-04-30 11:50:26.064 +0000",system,5692000.0,16.8,"2020-03-24 00:00:00.000 +0000","2020-03-24 02:30:00.000 +0000","2020-05-01 15:00:00.000 +0000",22348373,66.31,0.57,0.57,,,,
VESTIGO,SK,BENTARA,BENTARA-A3,APPRAISAL CUM DEV/DEVELOPMENT,MIST,JACK UP,64.8,2020,FWR,,"2020-06-10 00:00:00.000 +0000","2025-04-30 11:50:26.064 +0000",system,5692000.0,16.8,"2020-03-24 00:00:00.000 +0000","2020-03-24 02:30:00.000 +0000","2020-05-01 15:00:00.000 +0000",22348373,66.31,0.57,0.57,,,,
VESTIGO,SK,BENTARA,BENTARA-A4,APPRAISAL CUM DEV/DEVELOPMENT,MIST,JACK UP,64.8,2020,NOOP,,"2020-02-18 00:00:00.000 +0000","2025-04-30 11:50:26.064 +0000",system,5812000.0,15.8,"2020-03-29 00:00:00.000 +0000","2020-03-29 09:30:00.000 +0000","2020-05-04 19:00:00.000 +0000",5589000.0,14.29,0.0,0.0,,,,
VESTIGO,SK,BENTARA,BENTARA-A4,APPRAISAL CUM DEV/DEVELOPMENT,MIST,JACK UP,64.8,2020,FWR,,"2020-06-10 00:00:00.000 +0000","2025-04-30 11:50:26.064 +0000",system,5812000.0,15.8,"2020-03-29 00:00:00.000 +0000","2020-03-29 09:30:00.000 +0000","2020-05-04 19:00:00.000 +0000",5589000.0,14.29,0.0,0.0,,,,
VESTIGO,SK,BENTARA,BENTARA-A1,APPRAISAL CUM DEV/DEVELOPMENT,NAGA-2,JACK-UP,64.7,2018,NOOP,,"2017-09-12 00:00:00.000 +0000","2025-06-03 18:15:24.404 +0000",system,11421943,48.1,"2017-10-30 19:00:00.000 +0000","2017-10-18 15:30:00.000 +0000","2017-12-03 12:45:00.000 +0000",11009574,45.89,3.63,2.77,,,,
VESTIGO,SK,BENTARA,BENTARA-A1,APPRAISAL CUM DEV/DEVELOPMENT,NAGA-2,JACK-UP,64.7,2018,FWR,,"2018-01-26 00:00:00.000 +0000","2025-06-03 18:15:24.404 +0000",system,11421943,48.1,"2017-10-30 19:00:00.000 +0000","2017-10-18 15:30:00.000 +0000","2017-12-03 12:45:00.000 +0000",11009574,45.89,3.63,2.77,,,,
HESS,PM,BERGADING-C1 DEV,BERGADING-C1 (A),APPRAISAL CUM DEV/DEVELOPMENT,RIGLESS,RIGLESS,55.99481004638666,2017,NOOP,,,"2024-12-14 03:18:18.370 +0000",aem,17940756,29.2,"2015-12-08 09:00:00.000 +0800","2015-12-06 20:00:00.000 +0800","2017-05-16 08:00:00.000 +0800",10767550.4159224,35.2604179382324,0.827178729689808,0.827178729689808,,,,
HESS,PM,BERGADING-C1 DEV,BERGADING-C1 (A),APPRAISAL CUM DEV/DEVELOPMENT,RIGLESS,RIGLESS,55.99481004638666,2017,FWR,,,"2024-12-14 03:18:18.370 +0000",aem,17940756,29.2,"2015-12-08 09:00:00.000 +0800","2015-12-06 20:00:00.000 +0800","2017-05-16 08:00:00.000 +0800",10767550.4159224,35.2604179382324,0.827178729689808,0.827178729689808,,,,
JX NIPPON,SK,BERYL,BU-3,APPRAISAL CUM DEV/DEVELOPMENT,T-9,TENDER ASSISTED DRILLING RIG (TADR),92.0,2018,NOOP,,"2018-06-08 00:00:00.000 +0000","2025-05-22 18:49:28.724 +0000",system,16072778,36.66,"2018-06-27 00:00:00.000 +0000","2018-06-27 16:00:00.000 +0000","2018-10-03 12:00:00.000 +0000",10878190,34.67,4.99,4.99,,,,
JX NIPPON,SK,BERYL,BU-3,APPRAISAL CUM DEV/DEVELOPMENT,T-9,TENDER ASSISTED DRILLING RIG (TADR),92.0,2018,FWR,,"2018-12-05 00:00:00.000 +0000","2025-05-22 18:49:28.724 +0000",system,16072778,36.66,"2018-06-27 00:00:00.000 +0000","2018-06-27 16:00:00.000 +0000","2018-10-03 12:00:00.000 +0000",10878190,34.67,4.99,4.99,,,,
JX NIPPON,SK,BERYL,BU-1,APPRAISAL CUM DEV/DEVELOPMENT,T-9,TENDER ASSISTED DRILLING RIG (TADR),92.0,2019,NOOP,,"2018-03-22 00:00:00.000 +0000","2025-05-22 18:49:28.724 +0000",system,17777537,44.3,"2018-05-21 00:00:00.000 +0000","2018-05-20 00:00:00.000 +0000","2018-07-11 01:00:00.000 +0000",19857346,75.08,33.69,33.69,,,,
JX NIPPON,SK,BERYL,BU-1,APPRAISAL CUM DEV/DEVELOPMENT,T-9,TENDER ASSISTED DRILLING RIG (TADR),92.0,2019,FWR,,"2019-01-09 00:00:00.000 +0000","2025-05-22 18:49:28.724 +0000",system,17777537,44.3,"2018-05-21 00:00:00.000 +0000","2018-05-20 00:00:00.000 +0000","2018-07-11 01:00:00.000 +0000",19857346,75.08,33.69,33.69,,,,
JX NIPPON,SK,BERYL,BU-2,APPRAISAL CUM DEV/DEVELOPMENT,T-9,TENDER ASSISTED DRILLING RIG (TADR),92.0,2018,NOOP,,"2018-03-08 00:00:00.000 +0000","2025-05-22 18:49:28.724 +0000",system,14393635,29.9,"2018-07-04 00:00:00.000 +0000","2018-04-07 09:00:00.000 +0000","2018-11-09 09:00:00.000 +0000",8554231.0,25.05,3.87,3.74,,,,
JX NIPPON,SK,BERYL,BU-2,APPRAISAL CUM DEV/DEVELOPMENT,T-9,TENDER ASSISTED DRILLING RIG (TADR),92.0,2018,FWR,,"2018-11-15 00:00:00.000 +0000","2025-05-22 18:49:28.724 +0000",system,14393635,29.9,"2018-07-04 00:00:00.000 +0000","2018-04-07 09:00:00.000 +0000","2018-11-09 09:00:00.000 +0000",8554231.0,25.05,3.87,3.74,,,,
PCSB,PM,BESAR-A4 DEV,BESAR-A4,APPRAISAL CUM DEV/DEVELOPMENT,NAGA-4,JACK UP,69.79999995117196,2023,NOOP,,,"2024-12-14 03:18:18.390 +0000",aem,19377438.93,0.0,"2023-10-08 08:00:00.000 +0800","2023-10-08 16:00:00.000 +0800","2023-11-15 08:00:00.000 +0800",20604550.9586,37.6770820617676,10.948299695880564,10.948299695880564,,,,
PCSB,PM,BESAR-A4 DEV,BESAR-A4,APPRAISAL CUM DEV/DEVELOPMENT,NAGA-4,JACK UP,69.79999995117196,2023,FWR,,,"2024-12-14 03:18:18.390 +0000",aem,19377438.93,0.0,"2023-10-08 08:00:00.000 +0800","2023-10-08 16:00:00.000 +0800","2023-11-15 08:00:00.000 +0800",20604550.9586,37.6770820617676,10.948299695880564,10.948299695880564,,,,
TEST PAC2 EDIT,,BULOH DEV,AAZ 1,APPRAISAL CUM DEV/DEVELOPMENT,SAPURA ALLIANCE,TENDER ASSISTED DRILLING RIG (TADR),500.0,2025,NOOP,b3c2ae91-cdc3-4532-b1f3-efa7eaf9fd09.pdf,"2025-01-09 00:00:00.000 +0000","2025-01-13 16:57:29.562 +0800","7bd2e3a1-c024-42d0-a845-9fa58e2c8de6",5000000.0,50.0,"2025-01-13 08:00:00.000 +0800","2025-01-14 00:58:00.000 +0800","2025-02-01 00:58:00.000 +0800",1.0,1.0,1.0,1.0,,,,
TEST PAC2 EDIT,,BULOH DEV,AAZ 1,APPRAISAL CUM DEV/DEVELOPMENT,SAPURA ALLIANCE,TENDER ASSISTED DRILLING RIG (TADR),500.0,2025,FWR,"0348dacf-d28d-4988-b664-b1e8e440b0a0.pdf","2025-01-13 16:57:29.562 +0000","2025-01-13 16:57:29.562 +0800","7bd2e3a1-c024-42d0-a845-9fa58e2c8de6",5000000.0,50.0,"2025-01-13 08:00:00.000 +0800","2025-01-14 00:58:00.000 +0800","2025-02-01 00:58:00.000 +0800",1.0,1.0,1.0,1.0,,,,
HESS,SB,BUNGA KESUMBA DEV,BUNGA KESUMBA A-4,APPRAISAL CUM DEV/DEVELOPMENT,BORR SAGA,JACK UP,55.50712818603529,2021,NOOP,,,"2024-12-14 03:18:18.370 +0000",aem,12199090,0.0,"2021-10-12 23:00:00.000 +0800","2021-10-12 23:00:00.000 +0800","2021-11-26 13:00:00.000 +0800",14017880.9916,37.25,0.8948545861297539,0.8948545861297539,,,,
HESS,SB,BUNGA KESUMBA DEV,BUNGA KESUMBA A-4,APPRAISAL CUM DEV/DEVELOPMENT,BORR SAGA,JACK UP,55.50712818603529,2021,FWR,,,"2024-12-14 03:18:18.370 +0000",aem,12199090,0.0,"2021-10-12 23:00:00.000 +0800","2021-10-12 23:00:00.000 +0800","2021-11-26 13:00:00.000 +0800",14017880.9916,37.25,0.8948545861297539,0.8948545861297539,,,,
COP,SK,GAGAU EXP,GAGAU-1,EXPLORATION/APPRAISAL,PERISAI PACIFIC 101,SEMI-SUB,90.70543088378919,2022,NOOP,,,"2024-12-14 03:18:18.366 +0000",aem,12115000,29.8,"2022-06-28 05:30:00.000 +0800","2022-06-21 14:00:00.000 +0800","2022-07-17 15:15:00.000 +0800",10553925,20.2395839691162,18.672530987604958,0.24521824423737126,,,,
COP,SK,GAGAU EXP,GAGAU-1,EXPLORATION/APPRAISAL,PERISAI PACIFIC 101,SEMI-SUB,90.70543088378919,2022,FWR,,,"2024-12-14 03:18:18.366 +0000",aem,12115000,29.8,"2022-06-28 05:30:00.000 +0800","2022-06-21 14:00:00.000 +0800","2022-07-17 15:15:00.000 +0800",10553925,20.2395839691162,18.672530987604958,0.24521824423737126,,,,
SHELL,PM,GAMUSUT KAKAP DEV,TEST-SHELL,EXPLORATION/APPRAISAL,WEST CARINA,JACK UP,500.0,2025,NOOP,sample-pdf-download-10-mb (1) (1).pdf,"2025-01-22 00:00:00.000 +0000","2025-01-22 16:40:17.799 +0800",afa7674b-e638-425b-98d3-07c148c3adff,0.0,0.0,"2025-01-23 08:00:00.000 +0800","2025-01-23 22:45:00.000 +0800","2025-01-31 22:01:00.000 +0800",5000000.0,65.0,67.0,50.0,,,,
SHELL,PM,GAMUSUT KAKAP DEV,TEST-SHELL,EXPLORATION/APPRAISAL,WEST CARINA,JACK UP,500.0,2025,FWR,Microsoft 365 SMTP - Modern Authentication (1).pdf,"2025-01-22 16:40:17.799 +0000","2025-01-22 16:40:17.799 +0800",afa7674b-e638-425b-98d3-07c148c3adff,0.0,0.0,"2025-01-23 08:00:00.000 +0800","2025-01-23 22:45:00.000 +0800","2025-01-31 22:01:00.000 +0800",5000000.0,65.0,67.0,50.0,,,,
SHELL,PM,GAMUSUT KAKAP DEV,GK-W721C,APPRAISAL CUM DEV/DEVELOPMENT,MAERSK VIKING,DRILL SHIP,1201.1232615234392,2022,NOOP,,"2022-01-18 00:00:00.000 +0000","2024-12-14 03:18:18.366 +0000",aem,36100000,42.7,"2022-03-08 08:00:00.000 +0800","2022-03-08 08:00:00.000 +0800","2022-08-31 08:00:00.000 +0800",36549999.9220274,52.5,14.549058473736373,14.563492063492065,,,,
SHELL,PM,GAMUSUT KAKAP DEV,GK-W721C,APPRAISAL CUM DEV/DEVELOPMENT,MAERSK VIKING,DRILL SHIP,1201.1232615234392,2022,FWR,,,"2024-12-14 03:18:18.366 +0000",aem,36100000,42.7,"2022-03-08 08:00:00.000 +0800","2022-03-08 08:00:00.000 +0800","2022-08-31 08:00:00.000 +0800",36549999.9220274,52.5,14.549058473736373,14.563492063492065,,,,
SHELL,PM,GAMUSUT KAKAP DEV,GK-W721C,APPRAISAL CUM DEV/DEVELOPMENT,MAERSK VIKING,DRILL SHIP,1201.1232615234392,2022,NOOP,,"2022-01-18 00:00:00.000 +0000","2025-04-30 12:52:10.298 +0000",system,36100000,42.7,"2022-03-08 08:00:00.000 +0800","2022-03-08 08:00:00.000 +0800","2022-08-31 08:00:00.000 +0800",36549999.9220274,52.5,14.549058473736373,14.563492063492065,,,,
SHELL,PM,GAMUSUT KAKAP DEV,GK-W721C,APPRAISAL CUM DEV/DEVELOPMENT,MAERSK VIKING,DRILL SHIP,1201.1232615234392,2022,FWR,,,"2025-04-30 12:52:10.298 +0000",system,36100000,42.7,"2022-03-08 08:00:00.000 +0800","2022-03-08 08:00:00.000 +0800","2022-08-31 08:00:00.000 +0800",36549999.9220274,52.5,14.549058473736373,14.563492063492065,,,,
SHELL,PM,GAMUSUT KAKAP DEV,GK-W721C,APPRAISAL CUM DEV/DEVELOPMENT,MAERSK VIKING,DRILL SHIP,1201.1232615234392,2022,NOOP,,,"2025-04-30 12:52:10.298 +0000",system,36100000,42.7,"2022-03-08 08:00:00.000 +0800","2022-03-08 08:00:00.000 +0800","2022-08-31 08:00:00.000 +0800",36549999.9220274,52.5,14.549058473736373,14.563492063492065,,,,
SHELL,PM,GAMUSUT KAKAP DEV,GK-W721C,APPRAISAL CUM DEV/DEVELOPMENT,MAERSK VIKING,DRILL SHIP,1201.1232615234392,2022,FWR,,,"2025-04-30 12:52:10.298 +0000",system,36100000,42.7,"2022-03-08 08:00:00.000 +0800","2022-03-08 08:00:00.000 +0800","2022-08-31 08:00:00.000 +0800",36549999.9220274,52.5,14.549058473736373,14.563492063492065,,,,
SHELL,PM,GAMUSUT KAKAP DEV,GK-W721C,APPRAISAL CUM DEV/DEVELOPMENT,MAERSK VIKING,DRILL SHIP,1201.1232615234392,2022,NOOP,,,"2024-12-14 03:18:18.366 +0000",aem,36100000,42.7,"2022-03-08 08:00:00.000 +0800","2022-03-08 08:00:00.000 +0800","2022-08-31 08:00:00.000 +0800",36549999.9220274,52.5,14.549058473736373,14.563492063492065,,,,
SHELL,PM,GAMUSUT KAKAP DEV,GK-W721C,APPRAISAL CUM DEV/DEVELOPMENT,MAERSK VIKING,DRILL SHIP,1201.1232615234392,2022,FWR,,,"2024-12-14 03:18:18.366 +0000",aem,36100000,42.7,"2022-03-08 08:00:00.000 +0800","2022-03-08 08:00:00.000 +0800","2022-08-31 08:00:00.000 +0800",36549999.9220274,52.5,14.549058473736373,14.563492063492065,,,,
SHELL,SK,GOREK A DEV,GRK-101,APPRAISAL CUM DEV/DEVELOPMENT,NAGA 7,SEMI-SUB,88.76065656738278,2020,NOOP,,,"2024-12-14 03:18:18.406 +0000",aem,21692120,52.6,"2019-12-15 08:00:00.000 +0800","2020-01-07 19:45:00.000 +0800","2020-03-17 02:00:00.000 +0800",13823410.14,36.0208320617676,12.811850311850312,2.9786003470213998,,,,
SHELL,SK,GOREK A DEV,GRK-101,APPRAISAL CUM DEV/DEVELOPMENT,NAGA 7,SEMI-SUB,88.76065656738278,2020,FWR,,,"2024-12-14 03:18:18.406 +0000",aem,21692120,52.6,"2019-12-15 08:00:00.000 +0800","2020-01-07 19:45:00.000 +0800","2020-03-17 02:00:00.000 +0800",13823410.14,36.0208320617676,12.811850311850312,2.9786003470213998,,,,
ROC OIL,SK,J4,J4-A09,APPRAISAL CUM DEV/DEVELOPMENT,PERISAI PACIFIC 101,SEMI-SUB,53.64,2018,NOOP,,"2017-10-13 00:00:00.000 +0000","2025-06-16 09:16:02.261 +0000",system,11610000,24.48,"2018-01-01 00:00:00.000 +0000","2017-12-31 00:00:00.000 +0000","2018-04-19 00:00:00.000 +0000",8668774.0,33.63,7.52,7.24,,,,
ROC OIL,SK,J4,J4-A09,APPRAISAL CUM DEV/DEVELOPMENT,PERISAI PACIFIC 101,SEMI-SUB,53.64,2018,FWR,,"2018-06-19 00:00:00.000 +0000","2025-06-16 09:16:02.261 +0000",system,11610000,24.48,"2018-01-01 00:00:00.000 +0000","2017-12-31 00:00:00.000 +0000","2018-04-19 00:00:00.000 +0000",8668774.0,33.63,7.52,7.24,,,,
